nid,title,uuid,field_leg_hosting_site_value,field_leg_hosting_master_stage_value,HMS_UUID,HMS_Value,Acquia_Hosting_Product,field_leg_remote_admin_value,field_active_value,field_ra_pref_update_value,RA_Pref_Update_UUID,date,docroot,realm,prod_env_core,ra_env_core,Prod Formatted Version,RA Formatted Version,Prod Major Version,Prod Release,Prod Secure,RA Major Version,RA Release,RA Secure,Prod Current,RA Current,RA Pref
32001,Hunter Industries,066518f6-f4ad-102e-8305-1231390f2cc1,hunterind,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,066518f6-f4ad-102e-8305-1231390f2cc1,2021-06-08,hunterind,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,No Inform
32616,Public Interest Network,46795d3c-1e22-102f-aa9c-1231390f9c61,pubintnet,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,46795d3c-1e22-102f-aa9c-1231390f9c61,2021-06-08,pubintnet,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
33916,Navinet (Marketing),a71477aa-3f40-102f-a581-1231390f9c61,navinet,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,a71477aa-3f40-102f-a581-1231390f9c61,2021-06-08,navinet,prod,743,779,7.43,7.79,7.x,2016-02-24,0,7.x,2021-04-07,0,,,Update
34126,Dexcom,ba7baef8-ee46-102e-8305-1231390f2cc1,dexcom,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,ba7baef8-ee46-102e-8305-1231390f2cc1,2021-06-08,dexcom,prod,778,781,7.78,7.81,7.x,2021-01-20,0,7.x,2021-06-02,0,,x,Update
34746,Gateway Technical College,6f40cada-31b8-102f-a581-1231390f9c61,gatetech,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,6f40cada-31b8-102f-a581-1231390f9c61,2021-06-08,gatetech,prod,780,780,7.80,7.80,7.x,2021-04-21,1,7.x,2021-04-21,1,,,Update
34966,IES Abroad,7320e910-5bab-102f-a6e5-1231390f9c61,iesabroad,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,7320e910-5bab-102f-a6e5-1231390f9c61,2021-06-08,iesabroad,prod,780,743,7.80,7.43,7.x,2021-04-21,1,7.x,2016-02-24,0,,,No Inform
124236,drupal.com,b478864c-ee0c-102e-8305-1231390f2cc1,drupalcom,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,b478864c-ee0c-102e-8305-1231390f2cc1,2021-06-08,drupalcom,prod,333,111,3.3.3,1.1.1,,,0,,,0,,,
163691,Rider University,b482e800-ee0c-102e-8305-1231390f2cc1,rider,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,b482e800-ee0c-102e-8305-1231390f2cc1,2021-06-08,rider,prod,772,111,7.72,1.1.1,7.x,2020-06-17,0,,,0,,,Inform
211331,Extension (Drupal 8 sites),b48d48c3-ee0c-102e-8305-1231390f2cc1,harconted,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,b48d48c3-ee0c-102e-8305-1231390f2cc1,,,,,,,,,,,,,,,,
213331,Babson College,b48de387-ee0c-102e-8305-1231390f2cc1,babson,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,b48de387-ee0c-102e-8305-1231390f2cc1,2021-06-08,babson,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
213646,OSU-DoD CDVLS,b48de3b4-ee0c-102e-8305-1231390f2cc1,osudod,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,b48de3b4-ee0c-102e-8305-1231390f2cc1,2021-06-08,osudod,prod,775,780,7.75,7.80,7.x,2020-11-25,0,7.x,2021-04-21,1,,,Update
215346,Babson College Two,b48de4cb-ee0c-102e-8305-1231390f2cc1,babsoncomm,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,b48de4cb-ee0c-102e-8305-1231390f2cc1,2021-06-08,babsoncomm,prod,918,111,9.1.8,1.1.1,9.x,2021-05-05,0,,,0,,,Inform
233201,Kat SWEET Employee Free,b4a16b0b-ee0c-102e-8305-1231390f2cc1,ksweet,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,b4a16b0b-ee0c-102e-8305-1231390f2cc1,2021-06-08,ksweet,prod,754,777,7.54,7.77,7.x,2017-02-01,0,7.x,2020-12-03,0,,,No Inform
252786,UpToDate,de0ee398-0823-102f-b78d-1231390f9c61,uptodate,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,de0ee398-0823-102f-b78d-1231390f9c61,2021-06-08,uptodate,prod,778,778,7.78,7.78,7.x,2021-01-20,0,7.x,2021-01-20,0,,,No Inform
260911,SSA-OIG,4f4982dc-2095-102f-aa9c-1231390f9c61,ssaoig,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,4f4982dc-2095-102f-aa9c-1231390f9c61,2021-06-08,ssaoig,prod,778,780,7.78,7.80,7.x,2021-01-20,0,7.x,2021-04-21,1,,,Update
261306,SpartanNash,cd11e3a8-2144-102f-aa9c-1231390f9c61,spartan,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,cd11e3a8-2144-102f-aa9c-1231390f9c61,2021-06-08,spartan,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Inform
268936,Main Site - Roger Williams University,a2455a80-2f98-102f-ad42-1231390f9c61,rwumain,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,a2455a80-2f98-102f-ad42-1231390f9c61,,,,,,,,,,,,,,,,
270271,UC Berkeley,e3b4c34c-31b5-102f-a581-1231390f9c61,ucberk,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,e3b4c34c-31b5-102f-a581-1231390f9c61,2021-06-08,ucberk,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
278386,California State University Northridge,2711c03e-3f28-102f-a581-1231390f9c61,csunorth,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,2711c03e-3f28-102f-a581-1231390f9c61,2021-06-08,csunorth,prod,780,780,7.80,7.80,7.x,2021-04-21,1,7.x,2021-04-21,1,,,Update
292456,Navinet Support Net (Community),e2a54a94-6347-102f-a6e5-1231390f9c61,navinet2,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,e2a54a94-6347-102f-a6e5-1231390f9c61,2021-06-08,navinet2,prod,780,780,7.80,7.80,7.x,2021-04-21,1,7.x,2021-04-21,1,,,Update
292541,Massachusetts Technology Collaborative,19adc428-6364-102f-a6e5-1231390f9c61,masstc,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,19adc428-6364-102f-a6e5-1231390f9c61,2021-06-08,masstc,prod,780,767,7.80,7.67,7.x,2021-04-21,1,7.x,2019-05-08,0,,,Update
296691,old-Bombardier-careers-site,62c59c1c-6d91-102f-b4fb-1231390f9c61,bombardierc,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,62c59c1c-6d91-102f-b4fb-1231390f9c61,2021-06-08,bombardierc,prod,767,780,7.67,7.80,7.x,2019-05-08,0,7.x,2021-04-21,1,,,Update
324176,Ashland University,588faaec-7bad-102f-9b44-1231390f9c61,ashlandu,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,588faaec-7bad-102f-9b44-1231390f9c61,2021-06-08,ashlandu,prod,773,111,7.73,1.1.1,7.x,2020-09-16,0,,,0,,,Inform
325281,Norwich University,8a15f478-7d55-102f-9b44-1231390f9c61,norwichu,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,8a15f478-7d55-102f-9b44-1231390f9c61,2021-06-08,norwichu,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
328626,California State University Northridge- Tseng College,ad22415a-8445-102f-9b44-1231390f9c61,csuntseng,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,ad22415a-8445-102f-9b44-1231390f9c61,2021-06-08,csuntseng,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
329461,Manitoba Liquor Control Commission,5801f6f2-8774-102f-9b44-1231390f9c61,mlcc,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,mlcc,prod,768,781,7.68,7.81,7.x,2019-12-04,0,7.x,2021-06-02,0,,x,Update
329631,Imprivata,e0dac8dc-8783-102f-9b44-1231390f9c61,imprivata,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,e0dac8dc-8783-102f-9b44-1231390f9c61,2021-06-08,imprivata,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
329706,Infoblox,1cf081a0-8788-102f-9b44-1231390f9c61,infoblox,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,1cf081a0-8788-102f-9b44-1231390f9c61,2021-06-08,infoblox,prod,739,739,7.39,7.39,7.x,2015-08-19,0,7.x,2015-08-19,0,,,Inform
352306,NEH,ef46dab1-5657-11e1-9eb5-12313928d5b8,neh,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,ef46dab1-5657-11e1-9eb5-12313928d5b8,,,,,,,,,,,,,,,,
356916,Univ of Texas System,88749452-5d64-11e1-9eb5-12313928d5b8,utsystem,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,88749452-5d64-11e1-9eb5-12313928d5b8,,,,,,,,,,,,,,,,
367061,Tier 1,8aae1fb1-6a30-11e1-9eb5-12313928d5b8,temple,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,8aae1fb1-6a30-11e1-9eb5-12313928d5b8,2021-06-08,temple,prod,915,915,9.1.5,9.1.5,9.x,2021-03-04,0,9.x,2021-03-04,0,,,Inform
377891,Louisville Metro Government,3351c962-7aa5-11e1-9eb5-12313928d5b8,louisvilleky,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,3351c962-7aa5-11e1-9eb5-12313928d5b8,2021-06-08,louisvilleky,prod,333,333,3.3.3,3.3.3,,,0,,,0,,,
1143766,BDO USA,9c7c30e6-8b02-11e1-94d2-12313928d5b8,bdousa,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,9c7c30e6-8b02-11e1-94d2-12313928d5b8,2021-06-08,bdousa,prod,767,111,7.67,1.1.1,7.x,2019-05-08,0,,,0,,,No Inform
1146896,UofMHealth,1cd31777-8b53-11e1-94d2-12313928d5b8,umich3,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,1cd31777-8b53-11e1-94d2-12313928d5b8,2021-06-08,umich3,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
1168866,MTA - metrota2 - www.mta.info,8a65acca-8fd0-11e1-94d2-12313928d5b8,metrota2,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,8a65acca-8fd0-11e1-94d2-12313928d5b8,2021-06-08,metrota2,prod,780,756,7.80,7.56,7.x,2021-04-21,1,7.x,2017-06-21,0,,,No Inform
1178036,Community D7,86c8736a-92fb-11e1-94d2-12313928d5b8,pega2,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,86c8736a-92fb-11e1-94d2-12313928d5b8,2021-06-08,pega2,prod,772,780,7.72,7.80,7.x,2020-06-17,0,7.x,2021-04-21,1,,,Update
1215946,Bridgewater State University,1f6f9189-6bd1-2764-c5a8-c49b84e4810e,bridgew,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,1f6f9189-6bd1-2764-c5a8-c49b84e4810e,2021-06-08,bridgew,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
1236116,Dogfish Head Craft Brewed Ales,0a996a46-d01b-2404-4d0b-36c10b0c0260,dogfish,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,0a996a46-d01b-2404-4d0b-36c10b0c0260,,,,,,,,,,,,,,,,
1236596,Konecranes,fcd1ec78-e4ba-2c24-bd2c-922065b8d53a,konecranes,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,fcd1ec78-e4ba-2c24-bd2c-922065b8d53a,2021-06-08,konecranes,prod,773,111,7.73,1.1.1,7.x,2020-09-16,0,,,0,,,Update
1298481,Berklee College of Music,464793ed-cb4c-8f84-69d2-9b68f9cc4499,berklee,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,464793ed-cb4c-8f84-69d2-9b68f9cc4499,2021-06-08,berklee,prod,780,780,7.80,7.80,7.x,2021-04-21,1,7.x,2021-04-21,1,,,Update
1321736,Federal Judicial Center,44fefa4f-7ba9-2d24-4d9e-3092978bb260,fjc,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,44fefa4f-7ba9-2d24-4d9e-3092978bb260,2021-06-08,fjc,prod,8916,8916,8.9.16,8.9.16,8.x,2021-05-26,1,8.x,2021-05-26,1,x,x,Update
1322106,Nokia Networks (fALU),134ed027-3291-64d4-41c2-f16994a83ea0,aluinternet,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,134ed027-3291-64d4-41c2-f16994a83ea0,2021-06-08,aluinternet,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
1322186,Airshows,815af748-2e37-e634-e592-43fd23ee151f,bombardiera,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,815af748-2e37-e634-e592-43fd23ee151f,2021-06-08,bombardiera,prod,333,333,3.3.3,3.3.3,,,0,,,0,,,
1329581,Brighton & Hove,b6968918-f9df-e114-bd0f-a8ad2afbd0d5,brightonhove,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,b6968918-f9df-e114-bd0f-a8ad2afbd0d5,2021-06-08,brightonhove,prod,769,781,7.69,7.81,7.x,2019-12-18,0,7.x,2021-06-02,0,,x,Update
1329706,SCAD,534af712-9e99-d004-6d96-3495219e5aef,scad,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,534af712-9e99-d004-6d96-3495219e5aef,2021-06-08,scad,prod,780,773,7.80,7.73,7.x,2021-04-21,1,7.x,2020-09-16,0,,,Update
1330351,Barnard College,c221a1a6-26f2-8a24-9d30-ad706573714a,barnard,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,c221a1a6-26f2-8a24-9d30-ad706573714a,2021-06-08,barnard,prod,919,8916,9.1.9,8.9.16,9.x,2021-05-26,1,8.x,2021-05-26,1,,x,Update
1337361,thermacare.com [pfthermacare],8064ea16-5e8e-b474-ad40-b1ef82c355bc,pfthermacare,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,8064ea16-5e8e-b474-ad40-b1ef82c355bc,2021-06-08,pfthermacare,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1338281,chapstick.com [pfchapstick],5aa021b2-93a7-1064-9d41-f68b216c0158,pfchapstick,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,5aa021b2-93a7-1064-9d41-f68b216c0158,2021-06-08,pfchapstick,prod,77,111,7.7,1.1.1,,,0,,,0,,,No Inform
1339206,tikosyn.com [pftikosyn],4663cd97-a816-ab84-bd40-ec31efe4b35c,pftikosyn,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,4663cd97-a816-ab84-bd40-ec31efe4b35c,2021-06-08,pftikosyn,prod,769,111,7.69,1.1.1,7.x,2019-12-18,0,,,0,,,No Inform
1339906,caltrate.com.mx [pfcaltrate],04fe2d0a-3ff6-3484-6db2-201b396b9bb9,pfcaltrate,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,04fe2d0a-3ff6-3484-6db2-201b396b9bb9,2021-06-08,pfcaltrate,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1340256,painfreesleep.ca [pfpainfsleep],b01a1a78-9b71-cc64-9dbd-8ef9cbf21496,pfpainfsleep,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,b01a1a78-9b71-cc64-9dbd-8ef9cbf21496,2021-06-08,pfpainfsleep,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1340276,centrum-online.ru [pfcentrumo],19f4f927-d133-9ee4-99e8-b3ecbcf858a3,pfcentrumo,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,19f4f927-d133-9ee4-99e8-b3ecbcf858a3,2021-06-08,pfcentrumo,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1340856,healthypregnancy.co.za [pfhealthyprg],c8ef72bc-afa8-5d54-39fd-a598aab48a15,pfhealthyprg,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,c8ef72bc-afa8-5d54-39fd-a598aab48a15,2021-06-08,pfhealthyprg,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1340896,myhealthplus.com.tw [pfmyhealthp],ae2fa520-d98d-d184-3de2-3c85fb371ae3,pfmyhealthp,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,ae2fa520-d98d-d184-3de2-3c85fb371ae3,2021-06-08,pfmyhealthp,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1341566,xeljanz.com [pfxeljanz],caa0e70d-b865-8694-8590-e05094064c0b,pfxeljanz,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,caa0e70d-b865-8694-8590-e05094064c0b,2021-06-08,pfxeljanz,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1348986,Illinois Institute of Technology,90065ff9-2831-c864-5d7a-5ac8bc31e3ad,iit,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,90065ff9-2831-c864-5d7a-5ac8bc31e3ad,2021-06-08,iit,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
1366141,Tier 2,5a89ca54-71bb-45c4-798d-74feb362b716,temple2,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,5a89ca54-71bb-45c4-798d-74feb362b716,2021-06-08,temple2,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Inform
1428201,pfizermexicowebinar.com.mx [pfwebinars],049c5f79-cb1d-b354-2182-4ce85a36c2ba,pfwebinars,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,049c5f79-cb1d-b354-2182-4ce85a36c2ba,2021-06-08,pfwebinars,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1428456,moncentrum.fr [pfcentrumfr],51812a95-1e68-0f14-251e-63969f021ab6,pfcentrumfr,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,51812a95-1e68-0f14-251e-63969f021ab6,2021-06-08,pfcentrumfr,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1432316,State of Iowa-Iowa Workforce Development,6c8ba538-e961-bb34-e56e-1839f6952c4a,iwd,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,6c8ba538-e961-bb34-e56e-1839f6952c4a,2021-06-08,iwd,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Inform
1433801,Flight Centre Limited,70179186-a4c5-2ea4-15d6-815f9b5a3c17,flightcentre,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,inform,70179186-a4c5-2ea4-15d6-815f9b5a3c17,2021-06-08,flightcentre,prod,780,780,7.80,7.80,7.x,2021-04-21,1,7.x,2021-04-21,1,,,Inform
1436786,centrum.ca [pfcentrumvca],76504de4-7273-9794-696a-facedc62a43a,pfcentrumvca,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,76504de4-7273-9794-696a-facedc62a43a,2021-06-08,pfcentrumvca,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1470006,Todayonline.com,e01ad378-6d35-5354-7dd6-f29dabbb0af0,todayonline,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,e01ad378-6d35-5354-7dd6-f29dabbb0af0,,,,,,,,,,,,,,,,
1488772,mammesicresce.it [pfmammisi],a3d73d70-08cf-d6f4-a5e1-9b8ae2534e00,pfmammisi,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,a3d73d70-08cf-d6f4-a5e1-9b8ae2534e00,2021-06-08,pfmammisi,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1521181,DOT.gov,945b200c-4d00-9d54-39a7-87c612ae8a33,dotgov,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,945b200c-4d00-9d54-39a7-87c612ae8a33,2021-06-08,dotgov,prod,767,111,7.67,1.1.1,7.x,2019-05-08,0,,,0,,,Update
1524801,Pfizer Test01 [pftest01],61d706e2-cb41-ade4-8db8-26a8f18839be,pftest01,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,61d706e2-cb41-ade4-8db8-26a8f18839be,2021-06-08,pftest01,prod,111,333,1.1.1,3.3.3,,,0,,,0,,,
1524851,Pfizer Test02 [pftest02],2cbf4649-f198-23e4-e5ad-add90c23f289,pftest02,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,2cbf4649-f198-23e4-e5ad-add90c23f289,2021-06-08,pftest02,prod,111,333,1.1.1,3.3.3,,,0,,,0,,,
1524966,Pfizer Test03 [pftest03],81004d81-d02e-65d4-c570-606d9e296356,pftest03,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,81004d81-d02e-65d4-c570-606d9e296356,2021-06-08,pftest03,prod,111,333,1.1.1,3.3.3,,,0,,,0,,,
1554806,Journal of Commerce,da3a6622-485c-6934-d146-fd88253cb39b,joccom,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,da3a6622-485c-6934-d146-fd88253cb39b,2021-06-08,joccom,prod,780,780,7.80,7.80,7.x,2021-04-21,1,7.x,2021-04-21,1,,,Update
1593561,ws.digitalpfizer.com [pfilyrica],5b06d24b-2b33-4ed4-9106-d74bc29a9562,pfilyrica,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,5b06d24b-2b33-4ed4-9106-d74bc29a9562,2021-06-08,pfilyrica,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1610676,pfizercentralauth.com [pfcentauth],01e9f274-64bc-2604-cd42-8d1f78d2bb5c,pfcentauth,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,01e9f274-64bc-2604-cd42-8d1f78d2bb5c,2021-06-08,pfcentauth,prod,778,111,7.78,1.1.1,7.x,2021-01-20,0,,,0,,,No Inform
1610806,pfizer.no [pfpfno],24a5655f-5825-52b4-75f7-c98e9d134a26,pfpfno,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,24a5655f-5825-52b4-75f7-c98e9d134a26,2021-06-08,pfpfno,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
1611051,U-Pack D7,b8bb9174-fd28-d484-cdf6-c57d49e15fba,upack,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,full,b8bb9174-fd28-d484-cdf6-c57d49e15fba,2021-06-08,upack,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
